"group","metabolite"
3,"TDG"
3,"CD2AP"
3,"UBE2D3"
3,"RPS4XP7"
3,"SEPTIN7P12"
3,"GINS3"
3,"ATP5F1C"
3,"INIP"
3,"USP15"
3,"PPP4R3C"
3,"ATG3"
3,"FGFBP3"
3,"LOC554206"
3,"ABCA11P"
3,"RCBTB1"
3,"ECHS1"
3,"NPHP3"
3,"MGC12916"
3,"MIR4435-2HG"
3,"CPNE3"
3,"EPB41L5"
3,"NHLRC3"
3,"PON3"
3,"HSPBAP1"
3,"SLC18B1"
3,"GOLT1B"
3,"PFN1"
3,"DNAJB11"
3,"TTLL2"
3,"STAMBP"
3,"DAD1"
3,"SCD5"
3,"EED"
3,"NKAPD1"
3,"DYNC1LI1"
3,"MIR31HG"
3,"SBSPON"
3,"C11orf71"
3,"DIS3"
3,"FAM200B"
3,"RAMAC"
3,"PSMB1"
3,"ATMIN"
3,"GRIN3A"
3,"EXOSC9"
3,"NME1"
3,"SEC62"
3,"ATP6V1E1"
3,"BUD31"
3,"PURA"
3,"ATP6V0D2"
3,"STX6"
3,"ZNF347"
3,"TMEM242"
3,"RSRP1"
3,"PEX7"
3,"DNAJC3-DT"
3,"LOC101928266"
3,"MAP9"
3,"BUD23"
3,"RPAP2"
3,"MOCS2-DT"
3,"TSPYL1"
3,"FERMT3"
3,"ST8SIA6-AS1"
3,"RNVU1-22"
3,"OSTF1"
3,"SSR1"
3,"RAB3A"
3,"EIF2AK1"
3,"SPEF2"
3,"SGK3"
3,"PURB"
3,"DPH3"
3,"PFN2"
3,"MIR6747"
3,"NDUFB4"
4,"UQCRB"
4,"POLR3GL"
4,"NR2F1-AS1"
4,"ANXA5"
4,"DNAH5"
4,"PRELID2"
4,"DYNC2LI1"
4,"DDX43"
4,"SNX3"
4,"DAAM1"
4,"RPL9P8"
4,"KATNA1"
4,"SEC11A"
4,"CPVL"
4,"IL11"
4,"HSD17B11"
4,"FAM72B"
4,"OCIAD2"
4,"RPS16P2"
4,"IAH1"
4,"DARS1"
4,"CKAP2"
4,"MORF4L1"
4,"POLR2M"
4,"PAG1"
4,"RPL9"
4,"EID2B"
4,"VIM"
4,"FAM13A"
4,"UFSP2"
4,"HNRNPC"
4,"EIF3E"
4,"ATXN3"
4,"DCP2"
4,"NFU1"
4,"MXRA7"
4,"CCNG2"
4,"KLF5"
4,"AFG1L"
4,"CNIH4"
4,"EIF5"
4,"PTHLH"
4,"ZNF766"
4,"CFAP20DC"
4,"LOC728554"
4,"TSC22D1"
4,"ZNF552"
4,"ABHD17C"
4,"FUNDC1"
4,"GPR161"
4,"ZNF658"
4,"CLNS1A"
4,"MAML2"
4,"FBXL3"
4,"OARD1"
4,"ATG5"
4,"EIF3H"
4,"SYT13"
4,"PPP4R3B"
4,"CDH13"
4,"VPS29"
4,"CGB8"
4,"KATNAL1"
4,"NDUFB3"
4,"ARL6IP1"
4,"ZNF845"
4,"OIP5-AS1"
4,"RN7SL32P"
4,"ARRDC3"
4,"F11R"
4,"CMC2"
4,"TMSB4X"
4,"CETN3"
4,"SEPTIN2"
4,"LIMA1"
4,"SPRYD7"
4,"CWF19L2"
4,"RPL17P50"
4,"MED21"
4,"GAS2L3"
4,"ERRFI1"
4,"FAM172A"
4,"HAS2"
4,"CFAP36"
4,"LINC00294"
4,"SEPTIN14"
4,"HBS1L"
4,"THNSL1"
4,"C17orf75"
4,"ANP32E"
4,"MIS18BP1"
4,"S100A13"
4,"NTNG1"
4,"NUBPL"
4,"TBCA"
4,"CCNC"
4,"CCDC91"
4,"COQ5"
4,"PCMT1"
4,"BFAR"
4,"RPL7"
4,"GNAI3"
4,"STK17A"
4,"ESD"
4,"HOOK3"
4,"SLC5A3"
4,"SPA17"
4,"IGHVII-44-2"
4,"LINC01583"
4,"LRRIQ1"
4,"PGM2L1"
4,"BNIP3L"
4,"MDH1B"
4,"RAD51B"
4,"SNAI2"
4,"MRPS10"
4,"PPP2R5C"
4,"DERA"
4,"BZW1"
4,"FAM225B"
4,"WEE1"
4,"MPP7"
4,"MRPL9"
4,"C21orf91"
4,"RPL4P6"
4,"PARP11"
4,"PRKCA"
4,"SERTAD4"
4,"ATPSCKMT"
4,"SPRY4-AS1"
4,"CD109"
4,"CGB3"
4,"MORF4L2"
4,"MRPL44"
4,"DERL1"
4,"RNU4ATAC"
4,"CISD2"
4,"CRYZ"
4,"NAP1L1"
4,"ARMT1"
4,"CEP19"
4,"SPOCK1"
4,"FAM72A"
4,"LINC00504"
4,"GNPDA2"
4,"SNW1"
4,"BACH1"
4,"GRIK1-AS2"
4,"HDGFL3"
4,"ANKMY2"
4,"ST13"
4,"ATF1"
4,"LOC101927245"
4,"GPX8"
4,"INSIG2"
4,"DEK"
4,"BORA"
4,"SAP30-DT"
4,"FAM72C"
4,"HMGB1"
4,"CAMP"
4,"CWC27"
4,"ADH5"
4,"FAM200C"
4,"SVBP"
4,"NUCKS1"
4,"FBXO39"
4,"NUAK1"
4,"CCDC88A"
4,"MBOAT2"
4,"SDAD1P1"
4,"STAU2"
4,"CEP20"
4,"LANCL1"
4,"ZSCAN16-AS1"
4,"LOC100127965"
4,"CNOT7"
4,"MRPL33"
4,"C12orf60"
4,"HNRNPA1"
4,"LOC124900321"
4,"GTF2F2"
4,"LRRFIP1"
4,"BNIP2"
4,"PAAF1"
4,"ITGA9-AS1"
4,"SC5D"
4,"ZFP28"
4,"PPIL3"
4,"MTAP"
4,"PPP1R14C"
4,"LINC01393"
4,"SNAPC1"
4,"RPAP3"
4,"CCDC28A"
4,"C2orf74-DT"
4,"FAM107B"
4,"RPA3"
4,"PAIP1"
4,"NIPSNAP2"
4,"IRS2"
4,"ZNF292"
4,"CHEK2"
4,"MRPL30"
4,"KIF15"
4,"APPL2"
4,"EXOSC3"
4,"BRMS1L"
4,"THAP1"
4,"PLEKHA8P1"
4,"LOC105378998"
4,"AKAP7"
4,"RNF13"
4,"TNFAIP8"
4,"CASC20"
4,"TAF7"
4,"WDFY1"
4,"FBXO16"
4,"ETV1"
4,"LRRC42"
4,"ZNF180"
4,"PHF13"
4,"CNTNAP3"
4,"INPP4B"
4,"MRPS6"
4,"COL2A1"
4,"MED18"
4,"TRDMT1"
4,"KBTBD2"
4,"LGALS8"
4,"TBC1D15"
4,"SPATS2"
4,"SYNE1"
4,"HNMT"
4,"POT1"
4,"ALPK2"
4,"ZNF713"
4,"ZNF677"
4,"ACOT9"
4,"CENPC"
4,"NPM1"
4,"PAFAH1B2"
4,"PIGV"
4,"ZBTB1"
4,"FOXL1"
4,"POLE4"
4,"COPS4"
4,"CSRP2"
4,"ZNF704"
4,"RIN2"
4,"MALT1"
4,"CDC42EP3"
4,"ZNF534"
4,"CCDC8"
4,"IFT70B"
4,"PPP1R3C"
4,"NSL1"
4,"LSM3"
4,"SNRPG"
4,"PHAX"
4,"TXNDC17"
4,"DISP2"
4,"MSMO1"
4,"PWP1"
4,"ZNF624"
4,"MARCHF7"
4,"SGCE"
4,"ZFP37"
4,"KLK2"
4,"CACYBP"
4,"CENPW"
4,"COG6"
4,"MAT2B"
4,"ZNF350"
4,"FEM1B"
4,"ZNF548"
4,"SAP30"
4,"PHF14"
4,"SKAP2"
4,"PITHD1"
4,"MRPL13"
4,"ZC3H15"
4,"INTS13"
4,"PFDN4"
4,"GPN1"
4,"CIBAR1"
4,"CLPX"
4,"PAPOLA"
4,"AP3S1"
4,"HACD1"
4,"ABI2"
4,"TBL1XR1"
4,"SARAF"
4,"MID1"
4,"LOC105374988"
4,"SYF2"
4,"COL4A5"
4,"ERMN"
4,"MAGOH"
4,"RO60"
4,"MSANTD3"
4,"ECI2"
4,"KCTD12"
4,"UQCRFS1"
4,"ETAA1"
4,"PTGES3"
4,"TNS3"
4,"KIF20B"
4,"DSTNP2"
4,"MAD2L1"
4,"TSPAN2"
4,"TLK1"
4,"TRPA1"
4,"ZNF669"
4,"DESI2"
4,"CASP6"
4,"MNAT1"
4,"PARPBP"
4,"ZNF214"
4,"MTMR10"
4,"LINC01116"
4,"FBXO7"
4,"LOC100420424"
4,"YWHAQ"
4,"C19orf12"
4,"NRG4"
4,"VTA1"
4,"LOC107984827"
4,"GDI2"
4,"RBMS2"
4,"NR3C1"
4,"NMNAT1"
4,"ITFG1"
4,"RPL36AP54"
4,"PDSS2"
4,"REPS1"
4,"ASB14"
4,"MRPS14"
4,"GLO1"
4,"NTAN1"
4,"TMEM237"
4,"YAP1"
4,"STMN1"
4,"RBPJ"
4,"TLR8-AS1"
4,"PIK3C3"
4,"CEP57L1"
4,"DENR"
4,"LINC00589"
4,"ARPC1A"
4,"TSN"
4,"TIMP3"
4,"ZNG1B"
4,"SGO2"
4,"CCDC89"
4,"RNF19A"
4,"NSMCE2"
4,"TRIM59"
4,"MRC2"
4,"FGFR1OP2"
4,"LOC105371200"
4,"KC6"
4,"RAP1GDS1"
4,"NRG1-IT1"
4,"ASB3"
4,"GPR75-ASB3"
4,"NFYA"
4,"TXNDC9"
4,"NUF2"
4,"MMADHC"
4,"SRP9"
4,"PANK2"
4,"PI4K2B"
4,"YEATS4"
4,"COMMD8"
4,"C2orf16"
4,"WDR31"
4,"GABPA"
4,"CBX3"
4,"STAM2"
4,"DHX40"
4,"MYO3B"
4,"ARHGAP19"
4,"CCDC59"
4,"MTND4LP7"
4,"KCTD9"
4,"TAGLN2"
4,"NAE1"
4,"SCRN1"
4,"CDH2"
4,"MTMR6"
4,"SLC38A2"
4,"S100A10"
4,"NUP54"
4,"SPRY2"
4,"EIF1AX"
4,"LOC124905557"
4,"NFE2L2"
4,"CFAP418"
4,"MOCS2"
4,"MIR602"
4,"PGRMC2"
4,"DYNC1I2"
4,"CIAO2A"
4,"ROBO1"
4,"ZNF160"
4,"ZNF563"
4,"SEC61G"
4,"TMEM263"
4,"UTP18"
4,"KLHL9"
4,"PTGR3"
4,"TEX30"
4,"CAV2"
4,"SLC25A21"
4,"NME7"
4,"CCNI"
4,"PRDM4"
4,"GDF10"
4,"DPY19L4"
4,"BLOC1S5"
4,"DGKE"
4,"HSF2"
4,"NUDCD2"
4,"GUSBP1"
4,"THAP12"
4,"HMGN1"
4,"ZNF217"
4,"OPN3"
4,"MMP10"
4,"VRK2"
4,"MEF2C-AS1"
4,"THBS1"
4,"AMZ2"
4,"SERPINE1"
4,"TOX-DT"
4,"CHMP2B"
4,"HEXIM1"
4,"KIFAP3"
4,"GLIPR1L2"
4,"SNX18"
4,"FAM20B"
4,"GJB2"
4,"IFT25"
4,"DNAJC24"
4,"WASF1"
4,"UBA2"
4,"SNX6"
4,"CILK1"
4,"PDLIM3"
4,"MRPL51"
4,"MRPL1"
4,"CHMP3-AS1"
4,"RDH11"
4,"SLU7"
4,"CAPZA1"
4,"PLAC1"
4,"TDRD5"
4,"IRAK4"
4,"FAM117B"
4,"FEZ2"
4,"CMC4"
4,"LINC02499"
4,"C5orf58"
4,"IARS2"
4,"SIGLEC15"
4,"SEC23A"
4,"RPS3A"
4,"LOC101929532"
4,"LOC102723553"
4,"SMIM11"
4,"STX18-IT1"
4,"SERTAD2"
4,"TCEAL9"
4,"EPCAM"
4,"SH3GL3"
4,"COPB1"
4,"FAM217B"
4,"RBMX2"
4,"ASCC1"
4,"TCEAL8"
4,"WBP4"
4,"ZDHHC20"
4,"GRSF1"
4,"EFHC2"
4,"PDGFC"
4,"ANKRD26"
4,"MRFAP1"
4,"C4orf3"
4,"CNIH1"
4,"XRCC4"
4,"CROT"
4,"PEX19"
4,"SPATS2L"
4,"ZNF433-AS1"
4,"SOCS5"
4,"ARMC1"
4,"OTUD1"
4,"LZTFL1"
4,"LOC107985911"
4,"FKBP7"
4,"PDS5B"
4,"LNPK"
4,"RRM2B"
4,"C12orf75"
4,"ELOVL5"
4,"LOC124908558"
4,"ZNF45"
4,"PIWIL2"
4,"HERC3"
4,"NCAM2"
4,"ANAPC16"
4,"MICU2"
4,"ATG4C"
4,"VPS35P1"
4,"CCNYL1"
4,"CGGBP1"
4,"ITCH"
4,"LOC103344931"
4,"PSMD10"
4,"PLOD2"
4,"RNF32"
4,"ZXDB"
4,"VKORC1"
4,"DUX4L32"
4,"ZNF440"
4,"CNOT8"
4,"FRMD5"
4,"OSBPL8"
4,"ZNF267"
4,"RBM7"
4,"MANEA"
4,"TMEM65"
4,"KLHL4"
4,"RAB28"
4,"SRPX"
4,"GSKIP"
4,"SUMO2P15"
4,"VASH2"
4,"VBP1"
4,"ZNF587B"
4,"PRTFDC1"
4,"PYGL"
4,"CD44"
4,"SPANXA2"
4,"IFT52"
4,"WSB1"
4,"C11orf58"
4,"PDK3"
4,"CCSAP"
4,"GTF3C4"
4,"GALK2"
4,"EXOC6B"
4,"ACTR6"
4,"ZNF627"
4,"RALB"
4,"PPP3CC"
4,"PRPS2"
4,"XKR9"
4,"FAM225A"
4,"TTF1"
4,"CCT4"
4,"E2F7"
4,"SERINC1"
4,"TMEM221"
4,"ARHGAP11A"
4,"CABP7"
4,"PRKAB2"
4,"LOC124907995"
4,"EVA1A"
4,"YIPF5"
4,"ARL14"
4,"CDC37L1-DT"
4,"CCNDBP1"
4,"PRKAR1A"
4,"PAK1"
4,"ZNF134"
4,"ELOA-AS1"
4,"PLXNA4"
4,"GTF3C3"
4,"METTL9"
4,"ANKRD44"
4,"DBF4"
4,"TMEM19"
4,"NUDT11"
4,"NRAS"
4,"MZT1"
4,"PRKDC"
4,"COPS8"
4,"APIP"
4,"AMIGO2"
4,"TOX"
4,"LSM6"
4,"ITPR1"
4,"RPE"
4,"CDYL2"
4,"MTDH"
4,"ACSL3"
4,"DLEU1"
4,"DLEU7-AS1"
4,"ZNF614"
4,"ITGB3BP"
4,"ZNF146"
4,"HDAC8"
4,"RRAS2"
4,"CNTRL"
4,"LPGAT1"
4,"SANBR"
4,"TM2D2"
4,"TAF1B"
4,"FRYL"
4,"MTURN"
4,"CDK1"
4,"GEM"
4,"TMSB10"
4,"SNX25"
4,"PCM1"
4,"ZNF676"
4,"LINC02984"
4,"C4orf33"
4,"UBE2E3"
4,"LRRIQ3"
4,"PBK"
4,"PLEK2"
4,"H3-3B"
4,"EXOC5"
4,"TMEM14B"
4,"KIAA1143"
4,"BMS1P11"
4,"HSPA4L"
4,"LINC01608"
4,"ZNF189"
4,"BMT2"
4,"LINC00402"
4,"MTMR9"
4,"PHF3"
4,"PIGB"
4,"HECW2-AS1"
4,"CHN2"
4,"SDCBP"
4,"ZNF12"
4,"SERPINE2"
4,"TNKS"
4,"NT5E"
4,"TMX3"
4,"DIPK1A"
4,"CEP57"
4,"FCF1"
4,"SHANK2"
4,"HAT1"
4,"MPZL2"
4,"TTBK2"
4,"TES"
4,"CCDC34"
4,"SREK1IP1"
4,"CAB39"
4,"TASP1"
4,"BLVRA"
4,"ELK3"
4,"RAN"
4,"PDGFB"
4,"GMFB"
4,"MRE11"
4,"CDC5L"
4,"IFT81"
4,"DYRK3"
4,"PNRC2"
4,"ZNF426"
4,"XRN2"
4,"FNTB"
4,"LINC01592"
4,"HMGN4"
4,"PPP1R12A"
4,"VIM-AS1"
4,"PDCD6IP"
4,"OXSR1"
4,"VPS26C"
4,"RAD21"
4,"SMS"
4,"PTPRR"
4,"ZDHHC17"
4,"THOC3"
4,"LINC02899"
4,"OSBPL1A"
4,"ESRP1"
4,"B3GLCT"
4,"FBXO9"
4,"ZNF302"
4,"TMEM258"
4,"NEDD4"
4,"TENM3"
4,"CHURC1-FNTB"
4,"LMAN1"
4,"ZNF415"
4,"POGLUT2"
4,"ZNF329"
4,"KAT7"
4,"RPL31P43"
4,"ERGIC2"
4,"ZNF470"
4,"FAM72D"
4,"IVNS1ABP"
4,"LRFN5"
4,"RNF214"
4,"CKS2"
4,"SEC24A"
4,"ZFP1"
4,"CCT8"
4,"C5orf15"
4,"USP1"
4,"NEMP1"
4,"PEX26"
4,"TGFBR1"
4,"LIX1L"
4,"SETX"
4,"DLD"
4,"GNA13"
4,"RNU6-610P"
4,"MAMDC2"
4,"EIF4B"
