"group","metabolite"
1,"ESR2"
1,"GPRC5B"
1,"OR2J3"
1,"EEF1A1P16"
1,"CNN2"
1,"ITIH5"
1,"PRR22"
1,"THEM5"
1,"TMEM198B"
1,"GSTA1"
1,"POTEM"
1,"POU2AF2"
1,"CMPK2"
1,"ZC3H12B"
1,"ZNF133"
1,"SLC45A4"
1,"HSD17B2"
1,"AKTIP"
1,"PCBP2-OT1"
1,"PTGER4P2-CDK2AP2P2"
1,"NDST1"
1,"ZNF469"
1,"LINC01448"
1,"ARHGAP28"
1,"CEACAM5"
1,"SLC4A8"
1,"CYP1B1-AS1"
1,"ESR1"
1,"LY6G6C"
1,"SMAGP"
1,"HLA-DQA2"
1,"SH3BGRL2"
1,"MCRIP1"
1,"FAM78B"
1,"KRT39"
1,"PIN1P1"
1,"BRME1"
1,"SLC12A2"
1,"LOC105373854"
1,"MAGEB10"
1,"SSU72"
1,"LMX1B"
1,"AMY2B"
1,"SLC51A"
1,"CTSC"
1,"NRG2"
1,"PLEKHG4B"
1,"CCDC149"
1,"UROS"
1,"FBXO10"
1,"BIRC3"
1,"ALPK3"
1,"SLC39A3"
1,"LOC124904011"
1,"CLCN7"
1,"HSD17B10"
1,"TRIM29"
1,"GGA1"
1,"PSORS1C2"
1,"RASGEF1B"
1,"COMMD4"
1,"AQP3"
1,"MAL"
1,"MAML3"
1,"BMP6"
1,"CD5"
1,"FZD7"
1,"ERBB2"
1,"RNF222"
1,"SNORA54"
1,"DPP4"
1,"SPTSSB"
1,"PDE7B"
1,"ORMDL3"
1,"FZD2"
1,"TPRN"
1,"ZFYVE28"
1,"OAS2"
1,"OR51B5"
1,"SPRR1B"
1,"TLR5"
1,"MZF1"
1,"CYP1A1"
1,"EIF4EBP3"
1,"ALDH1B1"
1,"NFE2"
1,"CSGALNACT1"
1,"ANO3"
1,"ANXA2R-AS1"
1,"LPCAT3"
1,"PARD6A"
1,"ASPG"
1,"CRAT"
1,"NHERF1"
1,"MFSD9"
1,"VPS11"
1,"CES5A"
1,"TMEM213"
1,"WWP2"
1,"RPL31P11"
1,"KIF13B"
1,"CTTN"
1,"ADIPOR1"
1,"STAC3"
1,"CEACAM6"
1,"GABRE"
1,"PXMP4"
1,"RNF207"
1,"CYFIP2"
1,"VSTM2L"
1,"PSMC1P1"
1,"ABCG1"
1,"LINC00484"
1,"YPEL3"
1,"ENPP2"
1,"MMP24"
1,"CD3E"
1,"SMPX"
1,"LOC102723341"
1,"KDR"
1,"VGLL1"
1,"LINC01213"
1,"PRSS1"
1,"GLTP"
1,"PELATON"
1,"MIR200B"
1,"SGSM2"
1,"HELZ2"
1,"EPPK1"
1,"MIPEP"
1,"MGMT"
1,"SNORA47"
1,"SNORD71"
1,"TUBB8P4"
1,"PPCDC"
1,"TMEM138"
1,"LMTK3"
1,"RABGGTA"
1,"RETREG3"
1,"TCAP"
1,"DENND2D"
1,"MYCL"
1,"NECTIN2"
1,"PRKG1"
1,"RCAN2"
1,"ARHGAP31"
1,"LOC644169"
1,"LOXL4"
1,"FBXL16"
1,"ZNF561"
1,"HLA-G"
1,"SH3YL1"
1,"CAPNS2"
1,"EBF4"
1,"LINC00339"
1,"ST8SIA1"
1,"TGFBRAP1"
1,"LINC01310"
1,"HARBI1"
1,"POU2AF3"
1,"TMEM161A"
1,"VPS16"
1,"LTBR"
1,"DOCK11"
1,"UBL3"
1,"SYNDIG1"
1,"MIF4GD"
1,"PPP2R5B"
1,"SNX11"
1,"MYH7"
1,"ZNF805"
1,"RASD2"
1,"ATP10B"
1,"ARRDC1"
1,"MACC1"
1,"GRIN1"
1,"TBC1D22A"
1,"ALG1L8P"
1,"ZNF438"
1,"CYP26A1"
1,"LOC101928198"
1,"MFAP3L"
1,"RPS6KA5"
1,"PLPPR2"
1,"RYR2"
1,"ABCA12"
1,"LOC124900711"
1,"MFSD14CP"
1,"SNRNP35"
1,"GRAMD2B"
1,"ADAMTS15"
1,"LINC00652"
1,"ZNF296"
1,"OR7A5"
1,"TRMT44"
1,"NBPF10"
1,"NOD2"
1,"LINC02845"
1,"SPINK5"
1,"LMOD1"
1,"C11orf80"
1,"CASP1"
1,"LINC01992"
1,"CD7"
1,"CLEC16A"
1,"PPP1R3F"
1,"AHRR"
1,"ARHGAP40"
1,"ADCK2"
1,"DNAJB6P1"
1,"PTPRJ"
1,"UBXN10"
1,"H2AJ"
1,"MYBBP1A"
1,"SELENOP"
1,"ALDH2"
1,"SEPTIN4-AS1"
1,"IFFO2"
1,"ABHD8"
1,"HNRNPKP2"
1,"PGD"
1,"UBA7"
1,"ZFYVE19"
1,"ZYX"
1,"RASGRP3"
1,"LOC124902033"
1,"BRD7P2"
1,"TLR3"
1,"WWC3"
1,"PARTICL"
1,"MMEL1"
1,"RFPL4A"
1,"SFTA2"
1,"OLMALINC"
1,"CDC42BPA"
1,"LOC105375751"
1,"PCAT1"
1,"TLR1"
1,"ENHO"
1,"MMP20"
1,"ACTG1P14"
1,"RNF103"
1,"IKZF2"
1,"C1R"
1,"KCTD13"
1,"SLC38A7"
1,"NPDC1"
1,"RPUSD4"
1,"ABCD1"
1,"SBK3"
1,"COQ4"
1,"CYP4F26P"
1,"LINC02585"
1,"PPP1R9A"
1,"FBXO46"
1,"F13B"
1,"SPATA2"
1,"GOLGA6L25"
1,"ACE2"
1,"DHX58"
1,"SERPINB7"
1,"PKD1L3"
1,"OSBPL7"
1,"PHF24"
1,"HM13"
1,"TAFA1"
1,"MOGAT2"
1,"ZNF423"
1,"TMEM63C"
1,"TRIM26"
1,"LOC100421569"
1,"PPP1R16B"
1,"RASGRP1"
1,"SLC15A3"
1,"LINC02751"
1,"ITGB8-AS1"
1,"MIR34AHG"
1,"TMEM132D-AS1"
1,"SRRM2-AS1"
1,"CACNB3"
1,"TTC39C"
1,"GBP4"
1,"PAPLN"
1,"ZNF773"
1,"TOM1"
1,"RNU6-1157P"
1,"MYPOP"
1,"CFD"
1,"ATP10A"
1,"ADRA2A"
1,"GAB2"
1,"MACROD2"
1,"EIF5AL1"
1,"CIPC"
1,"TMEM59"
1,"PLA2G4E"
1,"EPHA10"
1,"SPRY1"
1,"CXCL12"
1,"ENTREP2"
1,"UBIAD1"
1,"MAP1LC3A"
1,"ZNF862"
1,"ARHGEF37"
1,"PRSS22"
1,"NDUFB4P6"
2,"MAP7D2"
2,"LCE2B"
2,"DUSP6"
2,"LCE2C"
2,"HCAR2"
2,"GPSM1"
2,"PSPH"
2,"ATP2C2"
2,"P4HA1"
2,"ELFN1"
2,"ANKRD65"
2,"ATP2B2"
2,"LASTR"
2,"LINC02677"
2,"TM7SF3"
2,"IGHV3-36"
2,"CYREN"
2,"RLF"
2,"LOC389199"
2,"PPFIA4"
2,"RN7SKP9"
2,"PTAFR"
2,"C17orf99"
2,"CNTNAP1"
2,"MIR6776"
2,"TPBG"
2,"PKIB"
2,"TNFRSF10D"
2,"LOC389602"
2,"BNIP3"
2,"KDM3A"
2,"TULP3"
2,"RIMS3"
2,"TSHZ3"
2,"H1-4"
2,"KCNQ2"
2,"TMEM89"
2,"MICB"
2,"TUBAL3"
2,"PDK1"
2,"PGK1"
2,"ADAMTSL4"
2,"GJB4"
2,"LILRB4"
2,"DNAH3"
2,"LRP1"
2,"IRS1"
2,"HILPDA"
2,"KLF7"
2,"ZNF395"
2,"MIR9-3HG"
2,"TRIM63"
2,"ICAM1"
2,"DHRS9"
2,"GALNT18"
2,"SH3PXD2A-AS1"
2,"ASB9"
2,"CCDC183-AS1"
2,"LINC01843"
2,"MAPK12"
2,"PNCK"
2,"LCE3D"
2,"PTTG1"
2,"RAET1E"
2,"HCAR3"
2,"BAIAP3"
2,"LINC01503"
2,"TNK1"
2,"RBM44"
2,"SLC6A8"
2,"LMF2"
2,"HLA-K"
2,"PGPEP1L"
2,"FUT11"
2,"MAB21L3"
2,"LINC00243"
2,"PLCD4"
2,"PEAR1"
2,"CPA4"
2,"MEFV"
2,"PTP4A1"
2,"CDKN3"
2,"TGM1"
2,"DUSP5"
2,"TRAV13-2"
2,"ZDHHC20P1"
2,"FAM181A"
2,"GPIHBP1"
2,"LGALS1"
2,"ARID3B"
2,"SLC9A3"
2,"PLEKHG2"
2,"CCR10"
2,"CDH24"
2,"UPP1"
2,"LINC03040"
2,"TLDC2"
2,"LOXL2"
2,"PCSK9"
2,"HLA-F-AS1"
2,"FKBP9P1"
2,"PLA2G4D"
2,"PRR9"
2,"TCTN2"
2,"LOC646071"
2,"TREM2"
2,"CNPY4"
2,"PADI3"
2,"INPP5D"
2,"GPS2"
2,"LCE1F"
2,"LDHA"
2,"FANCE"
2,"LCE3E"
2,"LUCAT1"
2,"PLEKHG5"
2,"LOC651337"
2,"ACKR3"
2,"TENM1"
2,"IL1B"
2,"GPC1-AS1"
2,"SNORD17"
2,"TRERF1"
2,"SAMD11"
2,"SERPIND1"
2,"MYOSLID"
2,"WASF2"
2,"LOC101927401"
2,"ARL6IP6"
2,"MERTK"
2,"PC"
2,"DEPDC1"
2,"CKAP2L"
2,"GPR68"
2,"OBSCN"
2,"CEP55"
2,"SMIM21"
2,"ICAM5"
2,"NAGS"
2,"TIMP4"
2,"NEK2"
2,"PFKP"
2,"PRSS29P"
2,"GBE1"
2,"TMEM107"
2,"TMCO3"
2,"RIPK3"
2,"IL10RA"
2,"PHLDA1"
2,"ERO1A"
2,"IDI1"
2,"FBXL19-AS1"
2,"SNORD127"
2,"ADAMTS1"
2,"ENO2"
2,"LSS"
2,"NFKB2"
2,"ANKZF1"
2,"HKDC1"
2,"LOC116435278"
2,"IL6R"
2,"AXL"
2,"KCNN1"
2,"C14orf93"
2,"ASPH"
2,"STEAP3-AS1"
2,"SEMA3B"
2,"LOC122526780"
2,"SPAG4"
2,"RN7SL213P"
2,"NDRG1"
2,"C11orf21"
2,"ALDOC"
2,"KPRP"
2,"GAS2L2"
2,"H2AZ2"
2,"P2RY2"
2,"PFKFB3"
2,"VEGFA"
2,"TSPAN1"
2,"KCP"
2,"CCK"
2,"CENPE"
2,"PXN-AS1"
2,"RPSAP52"
2,"LCE1A"
2,"POLR2A"
2,"TMC8"
2,"HK2"
2,"IL36B"
2,"VANGL2"
2,"SNX7"
2,"SUMF2"
2,"MAOA"
2,"TREML1"
2,"ST3GAL5"
2,"STK11IP"
2,"GLYCTK"
2,"SCT"
2,"IL4R"
2,"CYTH4"
2,"TOR4A"
2,"EPHA1"
2,"H2AC1"
2,"TP73"
2,"PGAM1"
2,"IKBIP"
2,"ABCB1"
2,"HMGB2"
2,"IBA57"
2,"PSRC1"
2,"SQLE"
2,"TMEM229B"
2,"WDR54"
2,"TUBB8P1"
2,"ASPM"
2,"ZMYND8"
2,"MAPK6"
2,"LOC101928335"
2,"SLC2A1"
2,"GET4"
2,"ANLN"
2,"SLAMF9"
2,"EGFR"
2,"GPR55"
2,"LCE1E"
2,"HAS3"
2,"APCDD1L"
2,"VOPP1"
2,"IRAG2"
2,"DNAH2"
2,"PTGER4"
2,"KIF16B"
2,"WFDC3"
2,"SNORD117"
2,"GPX2"
2,"LOC442028"
2,"SHH"
2,"LINC03060"
2,"ZGPAT"
2,"PRR11"
2,"HMGN2"
2,"ARHGAP24"
2,"SLC38A4"
2,"EEPD1"
2,"MFSD13A"
2,"LOC101927793"
2,"H2AC13"
2,"INSIG1"
2,"ATP6V0B"
2,"EDN2"
2,"KRT34"
2,"NGFR"
2,"SNAPC4"
2,"GPR153"
2,"IL36RN"
2,"PTGS1"
2,"SCIRT"
2,"REEP4"
2,"CEP85"
2,"ARC"
2,"IZUMO4"
2,"MAST1"
2,"ITGA5"
2,"SHBG"
2,"HMMR"
2,"CRYBG1"
2,"NACAD"
2,"CRCT1"
2,"SSUH2"
2,"CENPF"
2,"MEGF6"
2,"STC1"
2,"GLT8D2"
2,"ENTHD1"
2,"BAHCC1"
2,"SNX21"
2,"BHLHA15"
2,"TNFAIP8L1"
2,"AHNAK"
2,"PDZD7"
2,"ATP1B2"
2,"ASCL5"
2,"TICAM1"
2,"LRRC55"
2,"N4BP3"
2,"LOC124909412"
2,"CCDC85C"
2,"TGM4"
2,"UNC119B"
2,"URGCP"
2,"ADNP-AS1"
2,"CCNB2"
2,"FAM210A"
2,"WNT10A"
2,"SLC2A6"
2,"ULK1"
2,"IDS"
2,"SRXN1"
2,"CMBL"
2,"ITGAM"
2,"TNFRSF9"
2,"ALOXE3"
2,"TNS1"
2,"USP17L1"
2,"VWF"
2,"OVOL1"
2,"APCDD1L-DT"
2,"TRPV4"
2,"SUN2"
2,"ADAM15"
2,"MINK1"
2,"KIF14"
2,"KRT33A"
2,"PLXNB3"
2,"STX1B"
2,"LOX"
2,"H1-3"
2,"CCT7P1"
2,"ALDOA"
2,"EGFL7"
2,"SCAT8"
2,"FADS2"
2,"PPL"
2,"EGLN1"
2,"FAM90A24P"
2,"SEMA4B"
2,"NR0B1"
2,"MAD1L1"
2,"RGS9"
2,"LHX1"
2,"TBX10"
2,"LINC01988"
2,"INHA"
2,"TAF6L"
2,"HJURP"
2,"SEMA3A"
2,"KCTD11"
2,"TNFRSF8"
2,"ZNF710-AS1"
2,"CA9"
2,"ASL"
2,"SREBF2"
2,"TYSND1"
2,"ZNF8-ERVK3-1"
2,"LOC100421620"
2,"CCT5P1"
2,"PLB1"
2,"RABGEF1"
2,"IL20RB"
2,"SMIM12"
2,"LOC101059948"
2,"LINC02210"
2,"MMRN2"
2,"ZDHHC12-DT"
2,"POM121"
2,"FAM83F"
2,"SH3RF3"
2,"SLC2A8"
2,"CGB7"
2,"CASKIN1"
2,"SH3D21"
2,"PRXL2A"
2,"AURKA"
2,"SYNGR3"
2,"ODAD1"
2,"TSPAN32"
2,"MKNK2"
2,"MRGBP"
2,"CACNA1H"
2,"OR51A10P"
2,"IL33"
2,"LOC124903324"
2,"IGFL4"
2,"DALRD3"
2,"TCAF1P1"
2,"LOC101929657"
2,"PLOD3"
2,"ASB2"
2,"ZSWIM4"
2,"ARL14EPL"
2,"NEDD9"
2,"NEU2"
2,"H2BC11"
2,"CFAP45"
2,"CDCA2"
2,"CLDN19"
2,"AHDC1"
2,"KBTBD13"
2,"CD81-AS1"
2,"CES2"
2,"GOLGA6L7"
2,"IL22RA1"
2,"FAM183BP"
2,"COX3"
2,"FRMPD2"
2,"TPI1"
2,"MUC2"
2,"LRCH4"
2,"TNF"
2,"COX6B2"
2,"CCDC144NL"
2,"CYP4F2"
2,"NID1"
2,"RADIL"
2,"LRP10"
2,"SCNN1D"
2,"TRMT1P1"
2,"PPT2"
2,"PPP1R3G"
2,"NOTCH1"
2,"TXNDC5"
2,"PICART1"
2,"OSCAR"
2,"ARHGAP33"
2,"B4GAT1"
2,"DNAAF5"
2,"KCNJ18"
2,"RN7SL368P"
2,"KRT31"
2,"C1orf159"
2,"DNAH10"
2,"KBTBD4"
2,"E4F1"
2,"RITA1"
2,"LOC124901789"
2,"STPG1"
2,"C8orf58"
2,"LOC105376381"
2,"HYLS1"
2,"ACTL11P"
2,"MKI67"
2,"PGM2"
2,"MAFK"
2,"TLX1"
2,"DLGAP5"
2,"LPAR3"
2,"ETS2"
2,"PITPNM1"
2,"FAM90A23"
2,"LOC124906757"
2,"NRM"
2,"FOXA2"
2,"NCF1C"
2,"TRAF3"
2,"ZC3HAV1L"
2,"MIR100HG"
2,"KIRREL1"
2,"EPHB4"
2,"TNFRSF10C"
2,"CEP89"
2,"STAT6"
2,"PRODH"
2,"PKD1P3"
2,"TSSK5P"
2,"MAP3K6"
2,"EDARADD"
2,"TAS1R3"
2,"PRR29"
2,"HPS6"
2,"PRICKLE3"
2,"TCAF2"
2,"TBC1D16"
2,"DDIT4"
2,"SPRR2B"
2,"UNC13A"
2,"ZNF350-AS1"
2,"HTR5A-AS1"
2,"OGFOD2"
2,"NT5DC2"
2,"SLC47A2"
2,"SNORA74A"
2,"HLA-DQB1-AS1"
2,"SLC66A1"
2,"TPPP3"
2,"CEMIP"
2,"ZNF335"
2,"SPATA31C2"
2,"SYTL1"
2,"AKT1"
2,"CLCF1"
2,"PIK3CG"
2,"DNAJC5"
2,"GRHL3"
2,"INTS11"
2,"FAM25C"
2,"EGLN2"
2,"C20orf144"
2,"SLC4A2"
2,"CYB561D1"
2,"RPL3L"
2,"FGFBP1"
2,"NUSAP1"
2,"LCE2D"
2,"DAND5"
2,"ADM"
2,"ADARB2-AS1"
2,"CDC25C"
2,"LOC100288416"
2,"RNF183"
2,"POM121C"
2,"PHGR1"
2,"ARNT2"
2,"MDC1"
2,"TTC41P"
2,"CKS1B"
2,"FGR"
2,"EEF1A2"
2,"ZC3HAV1"
2,"SLC43A3"
2,"ASB1"
2,"SCN2B"
2,"EIF4H"
2,"CARNS1"
2,"ZNRF2"
2,"ADCY7"
2,"HES7"
2,"PKD1P6"
2,"NPC1L1"
2,"GPR146"
2,"SLC34A3"
2,"MIR210"
2,"CA12"
2,"DOK7"
2,"ZNF408"
2,"MPHOSPH9"
2,"TRPM5"
2,"HK1"
2,"JRK"
2,"PIF1"
2,"ZBTB48"
2,"CYP4F22"
2,"ANKRD9"
2,"FAM157A"
2,"TAPBP"
2,"CAPN10"
2,"GIPR"
2,"POU4F1"
2,"FAM83G"
2,"ARID3A"
2,"MIR4664"
2,"STARD4"
2,"BOD1"
2,"SPRR2G"
2,"MEG3"
2,"PLCH2"
2,"H3C2"
2,"CYP51A1"
2,"PTGES"
2,"MNT"
2,"MYH16"
2,"TMEM79"
2,"PLIN4"
2,"ADCYAP1R1"
2,"FDFT1"
2,"RBM12"
2,"HSPG2"
2,"PROCR"
2,"SLC5A10"
2,"TP63"
2,"GSDMA"
2,"MORN1"
2,"LTB"
2,"DUSP9"
2,"LOC105375743"
2,"RECQL"
2,"INKA2"
2,"GALNT5"
2,"SLC30A10"
2,"C16orf54"
2,"PTGER1"
2,"PLK1"
2,"HMGA1"
2,"S100A3"
2,"LINC02432"
2,"SCD"
2,"IER3"
2,"MIR2116"
2,"LOC442497"
2,"BEST4"
2,"RNF223"
2,"SPRR2E"
2,"INTS1"
2,"CD320"
2,"MYBPC3"
2,"TNFSF14"
2,"ROR2"
2,"ARAF"
2,"CPLANE2"
2,"H2BC18"
2,"SLC47A1"
2,"CNFN"
2,"MICA"
2,"TRIM25"
2,"LINC02029"
2,"LY6K"
2,"OR10H1"
2,"HIF1A-AS3"
2,"RAB38"
2,"BMP2"
2,"TRMT2A"
2,"LINC00659"
2,"RTEL1"
2,"LINC02323"
2,"TET1"
2,"TNNT1"
2,"MTATP6P1"
2,"CLN8"
2,"MRPL20-AS1"
2,"PIDD1"
2,"LINC01925"
2,"CD177"
2,"CDKN1C"
2,"NOTCH4"
2,"SDHB"
2,"QSOX1"
2,"ANO8"
2,"KLHL30"
2,"ECM1"
2,"CYTB"
2,"AMDHD2"
2,"H4C4"
2,"PKNOX2"
2,"ZNF212"
2,"CT75"
2,"MIR149"
2,"RHBDL1"
2,"IFNLR1"
2,"SLC22A18"
2,"TINF2"
2,"PCDHGB4"
2,"SIGLEC12"
2,"PTPN23"
2,"GTPBP2"
2,"CDSN"
2,"NUDT22"
2,"ARMC12"
2,"MED22"
2,"LHB"
2,"MPDU1-AS1"
2,"RBM15-AS1"
2,"LDLR"
2,"DNAJC22"
2,"ZNF276"
2,"GDF15"
2,"ELOVL1"
2,"OR7E102P"
2,"MOB3A"
2,"NCOR2"
2,"SFXN3"
2,"H2BC4"
2,"CCNB1"
2,"RAB43"
2,"CCNA2"
2,"RFX2"
2,"CCN4"
2,"EHBP1L1"
2,"PTGES3P4"
2,"RPL21P5"
2,"ACAA1"
2,"TMEM200B"
2,"RCOR2"
2,"CD248"
2,"CCDC197"
2,"ADGRB1"
2,"KCNJ12"
2,"TRIM7"
2,"TUBA4B"
2,"PRRC2B"
2,"GML"
2,"LINC02593"
2,"PKD1P4"
2,"MAGEA4"
2,"RECQL4"
2,"EGLN3"
2,"WDR81"
2,"MFN2"
2,"GPR3"
2,"MDH2"
2,"DM1-AS"
2,"SLC26A6"
2,"ALOX12B"
2,"EPB41L3"
2,"ZNF710"
2,"PRDM8"
2,"INCENP"
2,"SLC11A1"
2,"KLF13"
2,"LINC00330"
2,"LOC124902114"
2,"ITGA2B"
2,"AFG3L1P"
2,"OR51K1P"
2,"PLIN3"
2,"RPA4"
2,"FOS"
2,"PCSK7"
2,"EEF1GP5"
2,"FDPS"
2,"LGI3"
2,"PAX5"
2,"TSKS"
2,"WFIKKN1"
2,"SH3TC1"
2,"ENO1"
2,"CASP14"
2,"SARS2"
2,"CCR4"
2,"MIR6767"
2,"LCE3A"
2,"LINC01679"
2,"SLC39A1"
2,"GFI1B"
2,"BRAT1"
2,"PKP2"
2,"SLC17A9"
2,"PDLIM7"
2,"KHSRPP1"
2,"BFSP2-AS1"
2,"TUT1"
2,"EREG"
2,"AGAP1"
2,"KRT17P6"
2,"LINC02130"
2,"ITGAX"
2,"METTL13"
2,"MICB-DT"
2,"LOC101926907"
2,"PRDM11"
2,"LOC100419668"
2,"GIMAP8"
2,"LINC00261"
2,"AP5B1"
2,"JAG2"
2,"COL4A6"
2,"HOMER3"
2,"LOC101927727"
2,"VAV3"
2,"SCN9A"
2,"SEMA3F"
2,"TEKTIP1"
2,"LINC02747"
2,"FADS1"
2,"HPCAL4"
2,"MAP3K20-AS1"
2,"TJP2"
2,"LINC02843"
2,"FOXN1"
2,"KCNQ1"
2,"BUB1"
2,"USP18"
2,"CDC42EP4"
2,"RNA5SP37"
2,"GNB5"
2,"TNFRSF10B"
2,"CHTF18"
2,"IMPDH1"
2,"KRTAP3-1"
2,"SPRR2D"
2,"ABCB8"
2,"TRMU"
2,"ANG"
2,"ARHGEF39"
2,"TRPV2"
2,"FZD5"
2,"COL9A3"
2,"NEURL4"
2,"NGEF"
2,"MPPE1"
2,"ARL4D"
2,"SLIT1"
2,"STX1A"
2,"LOC105373289"
2,"TH"
2,"ZNF318"
2,"ABHD17A"
2,"DGKG"
2,"CYP27B1"
2,"PXN"
2,"FAT1"
2,"LOC107984450"
2,"KIF26A"
2,"LINC01348"
2,"LOC284788"
2,"BNIP3P28"
2,"NOL3"
2,"PPY"
2,"KHNYN"
2,"TOP2A"
2,"RNA5SP203"
2,"RGP1"
2,"DBNL"
2,"UBR4"
2,"VPS37D"
2,"AMPD3"
2,"GPR84-AS1"
2,"H4C15"
2,"MAPK11"
2,"RACGAP1"
2,"RELT"
2,"TMEM184A"
2,"MROH6"
2,"INSC"
2,"LINC00649"
2,"SLC29A1"
2,"STARD4-AS1"
2,"SBNO2"
2,"KANK1"
2,"ZBTB40"
2,"IL1RL1"
2,"AGRN"
2,"ATRIP"
2,"ATRIP-TREX1"
2,"JADE2"
2,"TRNAU1AP"
2,"CYTH3"
2,"EPHA1-AS1"
2,"GLTPD2"
2,"SNHG7"
2,"RTN4R"
2,"ZNF598"
2,"FBXL18"
2,"AKT1S1"
2,"CYBA"
2,"RUSC1"
2,"NACC2"
2,"POLM"
2,"GPER1"
2,"BDKRB1"
2,"LOC105371414"
2,"PAQR4"
2,"RPL13P5"
2,"CFAP74"
2,"SLC2A3"
2,"CBL"
2,"ANKRD20A3P"
2,"CPSF4"
2,"NEURL1"
2,"HAGLR"
2,"PODXL"
2,"BCL2L2"
2,"AGPAT1"
2,"DMBX1"
2,"PDXP"
2,"BCL3"
2,"ECT2"
2,"FAS"
2,"H3Y1"
2,"GNA12"
2,"LCE1C"
2,"PHF19"
2,"LOC105370689"
2,"GOT1"
2,"PADI4"
2,"LTBP1"
2,"DNMBP"
2,"DPM3"
2,"ATP6V0CP4"
2,"PPARD"
2,"LOC100420020"
2,"MEPCE"
2,"LOC124902629"
2,"LOC100507336"
2,"HMGCS1"
2,"CATSPER1"
2,"ZNF114"
2,"LINC02550"
2,"AJM1"
2,"POTEE"
2,"ARHGEF5"
2,"PPP1R13B-DT"
2,"ZNF496"
2,"S100A15A"
2,"STK32C"
2,"CARD6"
2,"TUFMP1"
2,"SLC39A12"
2,"GLI1"
2,"STC2"
2,"KCNF1"
2,"STX16-NPEPL1"
2,"ZBP1"
2,"COL26A1"
2,"SCML2P1"
2,"C1QL1"
2,"ARL9"
2,"SLC25A30-AS1"
2,"ANKRD37"
2,"ATP1A3"
2,"GUSBP9"
2,"RNF225"
2,"INPP5E"
2,"IRF2BPL"
2,"UGDH"
2,"GNAI1"
2,"MAPK7"
2,"MST1R"
2,"AKR7L"
2,"SLC4A3"
2,"PAX8"
2,"SDR9C7"
2,"PRSS53"
2,"MCM7"
2,"NCDN"
2,"TLCD3B"
2,"ADGRF5P1"
2,"ITPR3"
2,"F12"
2,"ID3"
2,"LGALS8-AS1"
2,"INO80E"
2,"TENT5B"
2,"CCDC74A"
2,"ABCF1"
2,"LOC101928626"
2,"LOC124901156"
2,"GEMIN4"
2,"ID1"
2,"MCM3AP"
2,"AKAP3"
2,"OXTR"
2,"KCNC4"
2,"NLRX1"
2,"RIMKLA"
2,"SREBF1"
2,"LINC01529"
2,"BPIFC"
2,"RXRA"
2,"SFI1"
2,"ATP6"
2,"ERI3-IT1"
2,"DKFZP434A062"
2,"MRM2"
2,"SLC29A4"
2,"SLC6A10P"
2,"ADGRE1"
2,"RPL19P4"
2,"FRMD6-AS1"
2,"FRMD6-AS2"
2,"LINC02310"
2,"ZNF460"
2,"PRC1"
2,"LOC102724434"
2,"BCL9L"
2,"IGFBP3"
2,"IGFN1"
2,"PLEKHH3"
2,"OASL"
2,"ACAP1"
2,"SNAP47"
2,"HIGD2AP1"
2,"MIR3180-4"
2,"RNU6-245P"
2,"MRPL49"
2,"TPCN2"
2,"BORCS8"
2,"RRAD"
2,"STK10"
2,"ADAT3"
2,"PLSCR3"
2,"CDC20-DT"
2,"TMEM154"
2,"PRDM16"
2,"FRRS1"
2,"HMGA2-AS1"
2,"IKBKE"
2,"LOC105378663"
2,"WDFY2"
2,"CAPN1"
2,"WDR62"
2,"C1QTNF12"
2,"NPHP4"
2,"PKD1P5"
2,"ZNF488"
2,"SLC16A1"
2,"ADAMTS2"
2,"NDUFS7"
2,"DLL4"
2,"TNFSF18"
2,"LOC112267871"
2,"CSPG4P10"
2,"TEKT2"
2,"TUBA3C"
2,"FAT2"
2,"RNVU1-15"
2,"PLEKHM2"
2,"CENPA"
2,"SLC6A6"
2,"GFAP"
2,"TPX2"
2,"PNMA6A"
2,"PANX2"
2,"ELFN2"
2,"CBFA2T3"
2,"LOC124902371"
2,"DCAF13P1"
2,"MIR4479"
2,"HMGA2"
2,"MYOD1"
2,"LHX3"
2,"DHRS13"
2,"RGS17"
2,"LRRC15"
2,"GPR141BP"
2,"C7orf57"
2,"TRIP6"
2,"FBXO43"
2,"NAIF1"
2,"PIGS"
2,"PROSER3"
2,"ACAT2"
2,"LOC100129774"
2,"TP53I3"
2,"KLHL36"
2,"WDR24"
2,"CD3D"
2,"CIT"
2,"STEAP3"
2,"COX1"
2,"EDC4"
2,"LCK"
2,"ROPN1L"
2,"TTYH3"
2,"TROAP"
2,"ISL2"
2,"HAPLN2"
2,"PUS1"
2,"TBC1D13"
2,"TBC1D14"
2,"MDS2"
2,"WDR6"
2,"MIR1180"
2,"AKAP8"
2,"AP2B1"
2,"SLCO4A1"
2,"ACTL10"
2,"ATG9A"
2,"TAFA3"
2,"SKIC2"
2,"LINC00239"
2,"ARPC1B"
2,"H2AC11"
2,"RPSAP3"
2,"POLG"
2,"POLGARF"
2,"CSKMT"
2,"KIF11"
2,"DYNLT4"
2,"LAPTM5"
2,"KRTAP2-3"
2,"CALHM2"
2,"HLA-V"
2,"LOC402229"
2,"MUC12-AS1"
2,"UAP1L1"
2,"SNORD46"
2,"SLX1B"
2,"NAA80"
2,"DEPDC1B"
2,"LOC124907803"
2,"PDPR"
2,"DGKD"
2,"SBF1"
