"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"1","HLA-DRA",1534.18217844347,2.90300752565961,0.118872187082993,24.4212510671888,1.01712551331862e-131,2.28354848995164e-127,"up"
"2","MUC4",1062.55041628928,5.3260943444632,0.242090264319573,22.0004483015164,2.85146405504703e-107,3.20091097499304e-103,"up"
"3","CLU",3435.77072692334,3.23631494006914,0.154160189642754,20.993195114568,7.56833082293919e-98,5.66388651019359e-94,"up"
"4","SLPI",6123.35221150282,2.73818951822273,0.13184570727549,20.7681355336151,8.40583187237427e-96,4.71798328416687e-92,"up"
"5","BST2",492.768185748962,4.43331502460291,0.226520973380606,19.5713225068742,2.71542904469311e-85,1.2192819496481e-81,"up"
"6","ISG15",1711.07305182386,2.30618731571781,0.120395743149477,19.1550569429566,8.78292227083027e-82,3.28642313170684e-78,"up"
"7","TAGLN",3544.23591362518,2.63854918577383,0.141204018489233,18.6860771669541,6.42684358468174e-78,2.06127236170985e-74,"up"
"8","CLIC3",1613.02469162565,2.54309390104433,0.142333781090675,17.8671140579356,2.12718117336059e-71,5.96966806538981e-68,"up"
"9","SPINK5",2548.10921231197,3.12888265896649,0.179787778546184,17.4031999520076,7.80201223839665e-68,1.94625529738048e-64,"up"
"10","PSCA",1565.07859683946,3.64544408890326,0.211180075282962,17.2622539508933,9.0508050589192e-67,2.03199624377795e-63,"up"
"11","RSAD2",246.642642644753,4.72499886504083,0.276232142329475,17.1051740220915,1.35795578835586e-65,2.77158776403431e-62,"up"
"12","BNIP3",1671.54661937938,-2.55262371050495,0.150039424047081,-17.0130199227102,6.57590196147368e-65,1.23029645780871e-61,"down"
"13","SCEL",840.18752309789,2.90666578617913,0.171273191892759,16.9709325438339,1.34774716055709e-64,2.3275593462821e-61,"up"
"14","CCL28",1256.13002058967,2.66595781244203,0.157134536417844,16.9660844345055,1.46372326937432e-64,2.34728936576591e-61,"up"
"15","BAALC",915.270997626318,2.96160715579732,0.178031654708698,16.6352841051959,3.86916327917857e-62,5.79110565205587e-59,"up"
"16","IFI6",3812.18428948158,3.2486116009396,0.195916510455562,16.5816122050442,9.46550214044167e-62,1.3281874284691e-58,"up"
"17","SECTM1",357.449133883439,3.46717361567086,0.210823023777153,16.4458964374582,8.97465757750763e-61,1.18523551336838e-57,"up"
"18","KRT10",15470.8708810381,2.93618633677111,0.179509223508294,16.3567435666359,3.8940139704731e-60,4.8569170917273e-57,"up"
"19","MUC20",466.945700843013,4.50560330543713,0.27792435543888,16.2116173601344,4.17436774614232e-59,4.93256475098111e-56,"up"
"20","FMO3",777.798351393651,3.99200287085426,0.253350977439031,15.7568086423307,6.16694765161613e-56,6.92270708632168e-53,"up"
"21","ENO2",1435.00222744516,-2.98967108354451,0.189859595286428,-15.7467473742067,7.23058944261862e-56,7.73018874172527e-53,"down"
"22","OAS2",1460.40145920432,2.05786775177242,0.130769604673737,15.73659075369,8.48960793675788e-56,8.66364489946142e-53,"up"
"23","HLA-DRB1",461.20796721021,2.85168599012459,0.181665319905971,15.6974704451054,1.57394010819921e-55,1.53637084213828e-52,"up"
"24","UBE2L6",842.997839322206,2.30111578916084,0.153197635530765,15.0205698749099,5.38428169380382e-51,5.0367711794829e-48,"up"
"25","KLK7",3199.65980638749,3.43391668886394,0.228928456749336,14.9999556089433,7.34684431460364e-51,6.59776006828665e-48,"up"
"26","HLA-DPA1",367.450651345198,2.48705564229319,0.166071788334685,14.9757864790437,1.05709873917148e-50,9.12804761274574e-48,"up"
"27","STC1",402.437769677199,-3.04112712262975,0.206058714828114,-14.758546490822,2.71059748644785e-49,2.25391200623114e-46,"down"
"28","S100P",3359.3814570987,3.25456114346497,0.220696567312372,14.7467683031902,3.22753876977717e-49,2.5879097471524e-46,"up"
"29","KLK6",515.838478554784,2.97399753024766,0.204640803561837,14.5327690200796,7.51213223927458e-48,5.81568554841219e-45,"up"
"30","P4HA1",1130.51033169981,-2.4297633108718,0.167722519450277,-14.486804269549,1.46816220841253e-47,1.09872365803566e-44,"down"
"31","NCCRP1",236.706212095593,4.23336129635833,0.293322430243151,14.4324499590743,3.23386623618303e-47,2.3420493828563e-44,"up"
"32","HMMR",378.342090000821,-3.00067701762365,0.208981760737321,-14.3585593643999,9.41642325351169e-47,6.60650370201847e-44,"down"
"33","WFDC2",1372.44411846685,2.80049435538072,0.195463317904872,14.3274676056797,1.47398098075173e-46,1.00279839390476e-43,"up"
"34","ACTG2",316.584510141149,3.56606058432424,0.249496327818918,14.2930383605183,2.41824258334756e-46,1.59682247760988e-43,"up"
"35","LIPH",440.058257972176,2.70944719679356,0.189703371513201,14.2825463521349,2.81138155142575e-46,1.80338077745884e-43,"up"
"36","PRSS27",487.2249199107,3.69274209157103,0.259566702341586,14.2265631849475,6.26877395879813e-46,3.90945122636047e-43,"up"
"37","TYMP",1600.72700162726,1.96363489332535,0.13847808803593,14.1801126891343,1.21651053033745e-45,7.38158862610973e-43,"up"
"38","NDRG2",3361.64567448731,2.36295342346209,0.166675991971106,14.1769273157931,1.27299564629773e-45,7.52105927763954e-43,"up"
"39","FAM83C",176.744185167715,3.22918585470899,0.229276804711026,14.0842239090821,4.7484667584399e-45,2.73353403060857e-42,"up"
"40","OAS1",1810.12104395778,2.12212669583221,0.151030189463689,14.0510099561414,7.59432067538269e-45,4.26250233707542e-42,"up"
"41","LINC02677",696.396149210404,-1.86018945748212,0.133238689657176,-13.9613310688389,2.68374321578377e-44,1.46957851067223e-41,"down"
"42","LASTR",696.396149210404,-1.86018945748212,0.133238689657176,-13.9613310688389,2.68374321578377e-44,1.46957851067223e-41,"down"
"43","FMO2",138.950119188668,3.5099978287536,0.25246928308265,13.9026727762543,6.10194769727201e-44,3.26178161312986e-41,"up"
"44","HLA-DPB1",199.373548343411,2.70708911647307,0.195791690408917,13.8263738916561,1.76706141940772e-43,9.22611533188898e-41,"up"
"45","WNT11",501.645594304037,4.20952072678462,0.307905294241004,13.6714788784688,1.5030898893429e-42,7.66951616037216e-40,"up"
"46","PLAAT3",246.080229495335,3.38651094391432,0.248979165168759,13.601583657086,3.91855586255345e-42,1.9550110593375e-39,"up"
"47","HLA-DMA",323.429097451645,2.2781454504437,0.169903309339253,13.408481914233,5.39314945272067e-41,2.63220866006591e-38,"up"
"48","VSIG2",127.125972578678,3.66647668737809,0.273989974366452,13.3817914172082,7.72624766976625e-41,3.69068056242388e-38,"up"
"49","DMKN",1571.91592657279,3.24474301618428,0.245479380578031,13.2179860016914,6.90891767061041e-40,3.23150230464321e-37,"up"
"50","LINC03040",137.415594463997,-4.70002346699145,0.357642422660473,-13.141683338426,1.89953465185994e-39,8.70335764671581e-37,"down"
"51","FUT2",271.41956068171,2.62946170658938,0.200149096449416,13.1375147489308,2.00711067253443e-39,9.0123283418141e-37,"up"
"52","SLCO4A1",284.266542335217,-2.71357007799747,0.209501554682469,-12.9525056847921,2.2740828957654e-38,1.00108696260449e-35,"down"
"53","MUCL1",376.133484137901,3.48921774687982,0.269561483708285,12.9440515717586,2.53879207653556e-38,1.09612347904423e-35,"up"
"54","LOXL2",870.182793846381,-2.98257621529351,0.231139852171807,-12.9037731367784,4.28587060985548e-38,1.81551096343142e-35,"down"
"55","ST3GAL5",954.524898784055,-1.5591520020252,0.120962886458924,-12.8895072502643,5.15722665711268e-38,2.14416473479327e-35,"down"
"56","C2",166.715288802812,2.64451971423759,0.206341758426887,12.8162119698841,1.33043165161769e-37,5.43082200190343e-35,"up"
"57","SLC2A3",2732.28089014989,-2.58720084946114,0.202469401286205,-12.7782313427398,2.169469442609e-37,8.69763543857403e-35,"down"
