"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"7242","WDR75",1957.08376321388,-0.199960729261351,0.146118645540203,-1.36848195192402,0.171161267529446,0.458684229795516,"none"
"7243","PCDHB9",26.4184557267638,-0.63570264216539,0.464528121544902,-1.36849119069736,0.171158377577077,0.458684229795516,"none"
"7244","MYO9B",3570.48713886301,0.161966729095497,0.11835995404737,1.36842507585525,0.171179059563041,0.458684229795516,"none"
"7245","AZGP1",315.21413276512,0.795703029617997,0.581556355177342,1.36823030568611,0.171239998270161,0.458770963026949,"none"
"7246","RHD",25.5957239985893,0.444945761961514,0.325271920606827,1.36791937383167,0.171337314719992,0.458864485540125,"none"
"7247","CT45A5",5.24284319357703,1.25283243599829,0.915916638212139,1.36784548257995,0.171360447529152,0.458864485540125,"none"
"7248","ZNF8",215.755600559917,-0.247159619217247,0.180668958628377,-1.36802481784176,0.171304307876374,0.458864485540125,"none"
"7249","SIRT6",1265.7471830582,0.158659202380624,0.116015925894297,1.36756398880253,0.171448594969455,0.459043237117493,"none"
"7250","LHX8",29.9408991515281,1.61461501258499,1.18088695014061,1.36729008004766,0.171534399803208,0.459168216874657,"none"
"7251","TPM3",12164.5117771269,-0.153312122757888,0.112129415282619,-1.36727835752527,0.171538072725323,0.459168216874657,"none"
"7252","HFM1",5.69582405186289,-0.913551956131405,0.668349518681999,-1.36687755522433,0.171663688253,0.459252219823113,"none"
"7253","LINC01446",207.434044234733,-0.224758492175229,0.16442961286755,-1.3668978978639,0.171657311004251,0.459252219823113,"none"
"7254","EIF2S3",9265.0602915941,-0.154430310111076,0.112999174904899,-1.3666498913912,0.171735071073874,0.459252219823113,"none"
"7255","PPFIA3",751.407495920583,0.183767144812464,0.134467175417669,1.36663199953196,0.171740681915489,0.459252219823113,"none"
"7256","HSPB1",38065.1891014654,0.289443812202508,0.211839098673985,1.3663380084899,0.17183289640904,0.459265480382898,"none"
"7257","ARPIN",951.282552650047,-0.130928511686163,0.0958288122599161,-1.36627501268664,0.171852660763121,0.459265480382898,"none"
"7258","HLF",5.17487748957864,1.0226362694181,0.748336582030937,1.36654587517656,0.171767692214296,0.459265480382898,"none"
"7259","ZC3H12B",8.46500429896522,-0.695125834344212,0.508872827784034,-1.36601090958471,0.171935539200081,0.459429746527539,"none"
"7260","FAM3C",3849.14264842197,-0.269358590000075,0.197221917314209,-1.36576397627724,0.172013056620144,0.459538144272358,"none"
"7261","FURIN",11834.8357048357,0.217429682123162,0.15920680763782,1.36570593524991,0.17203128068182,0.459538144272358,"none"
"7262","ACADVL",7172.50164009278,0.238646790292556,0.174746140054284,1.36567703423046,0.172040355731922,0.459538144272358,"none"
"7263","CACNA2D2",15.4854287694701,0.530520146546009,0.388632328242612,1.36509525325649,0.172223113762804,0.459669253988431,"none"
"7264","SLC1A3",865.653367360688,0.154456063350802,0.113151024924017,1.36504343159527,0.172239399826023,0.459669253988431,"none"
"7265","CCDC136",51.0323403538106,0.554044197459005,0.405843723335658,1.36516635739806,0.172200769643353,0.459669253988431,"none"
"7266","UBXN2B",259.732198220487,-0.191538750532868,0.140315991583416,-1.36505289505081,0.172236425647128,0.459669253988431,"none"
"7267","CASC8",13.5391613578992,0.614661441870739,0.450270127364998,1.36509487197778,0.172223233583572,0.459669253988431,"none"
"7268","POLR3K",875.106783468635,0.199708531991598,0.146286981965896,1.36518321253053,0.172195473320602,0.459669253988431,"none"
"7269","NSRP1",1006.71053639718,-0.162728133786021,0.119221835472718,-1.36491887698926,0.172278548482102,0.459716554505717,"none"
"7270","CGRRF1",170.41897682108,-0.258640396268291,0.189507534005791,-1.36480271153963,0.17231506634805,0.459756824002749,"none"
"7271","TRIM56",2387.46475320044,0.22353608921424,0.163796148595399,1.36472127782692,0.172340669368858,0.459767965018971,"none"
"7272","LTBP1",4129.02590702073,-0.40948578134787,0.300081154818898,-1.36458346274693,0.172384005355434,0.459771307579322,"none"
"7273","LCMT1",1176.33007669914,0.180338701855148,0.132156831177563,1.36458100764272,0.172384777437463,0.459771307579322,"none"
"7274","POTEH",13.3991956227127,0.70856900119513,0.519304889274598,1.36445663391483,0.172423893915414,0.459818480206691,"none"
"7275","ZDHHC16",1873.52297338233,0.177330220772345,0.129992217336219,1.36416028902475,0.172517123379193,0.459990662332641,"none"
"7276","ZSCAN20",164.675648468104,0.232210843792669,0.170244888824197,1.36398129421942,0.17257345301971,0.460027838078067,"none"
"7277","GHET1",24.7694288782709,0.418277646576747,0.306715820825825,1.36373026161658,0.172652476117009,0.460027838078067,"none"
"7278","VCX3B",243.454778560649,0.982592281426286,0.72048017685377,1.3638019656795,0.172629901479259,0.460027838078067,"none"
"7279","RN7SL181P",4.27934753955801,-1.0411717783151,0.763446435952844,-1.36377842541845,0.17263731243188,0.460027838078067,"none"
"7280","ANP32B",8449.90846041932,-0.160230569963687,0.117491348200034,-1.36376484241961,0.172641588744232,0.460027838078067,"none"
"7281","NIBAN1",462.480885034053,-0.230769428808565,0.169268054067585,-1.36333716411972,0.17277627449082,0.460072042907609,"none"
"7282","YKT6",10140.1125606646,0.195216976242912,0.143180714888648,1.36343065750672,0.172746824561501,0.460072042907609,"none"
"7283","SOHLH1",12.4047101812755,0.89290730675464,0.654916718425405,1.36339061385,0.172759437644943,0.460072042907609,"none"
"7284","ADM",3344.19165490223,-0.452220050966767,0.331663088809367,-1.36349224928884,0.17272742552239,0.460072042907609,"none"
"7285","FKBP2",43.2424290908475,-0.400250809940639,0.293540757808487,-1.3635272080403,0.172716415586872,0.460072042907609,"none"
"7286","MUC6",51.5862673619903,0.637727416369409,0.467794184183128,1.36326495269073,0.172799023283825,0.460075523340493,"none"
"7287","TTLL4",839.503559495979,0.131090769974098,0.0961963003270497,1.36274232510412,0.17296373361068,0.4602912622547,"none"
"7288","SLC25A32",15.8521503631277,-0.495489683452181,0.363550678809844,-1.36291777827032,0.172908425037792,0.4602912622547,"none"
"7289","PPP1R21",713.755034642948,-0.156999144870403,0.115264227728142,-1.36208039532174,0.173172514596372,0.460533690967009,"none"
"7290","SLC9B1",4.3662155610339,-0.957559451254154,0.703034058509636,-1.36203849538113,0.173185736701906,0.460533690967009,"none"
"7291","ZBTB34",292.473288528918,-0.25968705108391,0.190651383127774,-1.36210420728954,0.173165000736998,0.460533690967009,"none"
"7292","LCOR",727.049689797058,0.163696732236819,0.120181857459662,1.36207523911638,0.173174141667542,0.460533690967009,"none"
"7293","CDK10",2419.53480233115,0.228269481397562,0.167593378759351,1.36204355498636,0.173184140033466,0.460533690967009,"none"
"7294","LINC00954",17.6503235403544,0.681015971331097,0.500163538947494,1.36158659778395,0.173328387196932,0.46057055158942,"none"
"7295","RAB1A",7603.32975327802,-0.178398152012255,0.131003784624782,-1.36177861214635,0.173267763305482,0.46057055158942,"none"
"7296","RAP1GAP2",569.537974674881,0.394274636910436,0.28954283149481,1.36171437874988,0.173288041682731,0.46057055158942,"none"
"7297","PRKCSH",16279.248296847,0.165434398835391,0.121498813737062,1.36161328450013,0.173319960563236,0.46057055158942,"none"
"7298","GARIN5A",44.0547957231938,0.394705155409034,0.289874101543744,1.36164339382858,0.173310453568466,0.46057055158942,"none"
"7299","LIG4",348.030034317872,-0.185975142346154,0.136630495747055,-1.36115397466207,0.173465035580952,0.460819520671101,"none"
"7300","TAF11",1405.00386050799,-0.128017807573839,0.0940592266244404,-1.3610340225844,0.173502937908446,0.460854928157749,"none"
"7301","PYGO2",2999.38986221154,0.0967531701440558,0.0711076906147168,1.36065690374188,0.173622139825243,0.461065625523546,"none"
"7302","LARGE2",6942.41067954282,-0.140816219697184,0.103513232141199,-1.36036926665666,0.173713098955495,0.46119396007699,"none"
"7303","PICART1",251.948842091102,-0.277142710036389,0.203726256982663,-1.36036814370949,0.173713454133487,0.46119396007699,"none"
"7304","OXCT2P1",4.45764809311824,0.910744796830355,0.669782195403494,1.35976262594096,0.173905052941182,0.461211640195151,"none"
"7305","PARD3B",44.8685610733227,-0.488296508974284,0.359111330789699,-1.35973573404243,0.173913565774291,0.461211640195151,"none"
"7306","LINC02994",15.5037274549526,0.514492943075149,0.378375379600769,1.35974212597553,0.173911542331503,0.461211640195151,"none"
"7307","CLDN15",229.944199348894,0.378189415114161,0.278099745200085,1.35990565126935,0.173859782425981,0.461211640195151,"none"
"7308","ZNF746",755.544287898681,0.233232659645536,0.171525421469331,1.35975564232756,0.173907263626701,0.461211640195151,"none"
"7309","SIRT1",448.627063416601,-0.216409085303403,0.159120512778765,-1.36003260374286,0.173819606682153,0.461211640195151,"none"
"7310","CSE1L",5175.81957967047,-0.158224237419742,0.116346647245615,-1.35993809160414,0.173849515604827,0.461211640195151,"none"
"7311","PAXBP1",662.568692353696,-0.263433890952622,0.1936735160527,-1.36019573724752,0.173767991168346,0.461211640195151,"none"
